Session,Lap,Lap [Unnamed: 0_level_1],Time Lap [1/100 s],Strip [Unnamed: 2_level_1],Time Strip [1/100 s],Absolute Time [1/10 s],Time [1/10 s],RPM [Unnamed: 6_level_1],Speed #2 [Km/h],Speed #3 [Km/h],K2 [°C],Ntc1 [°C],A. Long. [G],A. Lat. [G],GPS Lat. [Unnamed: 13_level_1],GPS Long. [Unnamed: 14_level_1],Partiel,RPM,Speed GPS,T1,T2,Gf. X,Gf. Y,Orientation,Speed rear,Lat.,Lon.,Altitude,F_Gear_Ratio,R_Gear_Ratio,F_Tire_Diameter [mm],R_Tire_Diameter [mm]
SN13239_120425_14H52,8,8,34,1,34,246.5,2.8,12703,80.6,0,677.5,0,-0.11,0.26,35.381569,140.281734,1,12703,806,0,6775,1026,989,23241,0,35381569,140281734,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,246.6,2.9,12744,81.3,0,677.9,0,0.08,0.22,35.381557,140.281712,1,12744,813,0,6779,1022,1008,23368,0,35381557,140281712,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,246.7,3,12867,81.6,0,678.7,0,0.38,0.22,35.381546,140.281692,1,12867,816,0,6787,1022,1038,23452,0,35381546,140281692,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,246.8,3.1,12302,80.7,0,679.8,0,0.59,0.25,35.381536,140.281672,1,12302,807,0,6798,1025,1059,23537,0,35381536,140281672,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,246.9,3.2,11636,78.7,0,676.4,0,0.66,0.28,35.381524,140.281651,1,11636,787,0,6764,1028,1066,23599,0,35381524,140281651,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,247,3.3,8783,76.3,0,666.8,0,0.59,0.39,35.381512,140.281631,1,8783,763,0,6668,1039,1059,23691,0,35381512,140281631,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,247.1,3.4,9018,73.9,0,648.7,0,0.6,0.51,35.381502,140.281609,1,9018,739,0,6487,1051,1060,23701,0,35381502,140281609,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,247.2,3.5,10750,72,0,624.4,0,0.55,0.58,35.381492,140.281591,1,10750,720,0,6244,1058,1055,23731,0,35381492,140281591,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,247.3,3.6,10080,69.9,0,600.3,0,0.66,0.68,35.381482,140.281571,1,10080,699,0,6003,1068,1066,23839,0,35381482,140281571,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,247.4,3.7,10273,67.8,0,573.8,0,0.55,0.8,35.381474,140.281551,1,10273,678,0,5738,1080,1055,23958,0,35381474,140281551,340,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,247.5,3.8,8896,65.5,0,551.4,0,0.6,0.85,35.381467,140.281532,1,8896,655,0,5514,1085,1060,24131,0,35381467,140281532,340,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,247.6,3.9,9337,63.4,0,535.5,0,0.44,0.9,35.381461,140.281512,1,9337,634,0,5355,1090,1044,24336,0,35381461,140281512,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,247.7,4,8779,61.6,0,520.1,0,0.66,0.91,35.381454,140.281494,1,8779,616,0,5201,1091,1066,24581,0,35381454,140281494,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,247.8,4.1,7863,59.9,0,507.4,0,0.77,0.93,35.381451,140.281476,1,7863,599,0,5074,1093,1077,24876,0,35381451,140281476,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,247.9,4.2,7928,56.4,0,497.8,0,0.79,0.82,35.381447,140.281457,1,7928,564,0,4978,1082,1079,25247,0,35381447,140281457,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,248,4.3,7513,51.8,0,487.8,0,0.58,0.87,35.381447,140.281437,1,7513,518,0,4878,1087,1058,25740,0,35381447,140281437,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,248.1,4.4,7678,49.4,0,478.7,0,0.32,0.85,35.381446,140.281419,1,7678,494,0,4787,1085,1032,26130,0,35381446,140281419,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,248.2,4.5,7609,48,0,470.9,0,0.24,0.87,35.381446,140.281406,1,7609,480,0,4709,1087,1024,26658,0,35381446,140281406,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,248.3,4.6,8236,46.9,0,462.4,0,0.27,0.87,35.381447,140.281391,1,8236,469,0,4624,1087,1027,27160,0,35381447,140281391,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,248.4,4.7,8091,46.4,0,461.5,0,0.26,0.88,35.381451,140.281376,1,8091,464,0,4615,1088,1026,27864,0,35381451,140281376,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,248.5,4.8,7975,45.2,0,466.6,0,0.18,0.84,35.381454,140.281362,1,7975,452,0,4666,1084,1018,28260,0,35381454,140281362,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,248.6,4.9,8053,44,0,478.1,0,0.11,0.79,35.381461,140.281349,1,8053,440,0,4781,1079,1011,29074,0,35381461,140281349,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,248.7,5,7899,44.1,0,494.7,0,0.04,0.8,35.381467,140.281337,1,7899,441,0,4947,1080,1004,29718,0,35381467,140281337,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,248.8,5.1,7747,44,0,511.6,0,0.09,0.73,35.381474,140.281327,1,7747,440,0,5116,1073,1009,30428,0,35381474,140281327,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,248.9,5.2,7742,43.6,0,526.9,0,0.03,0.77,35.381482,140.281319,1,7742,436,0,5269,1077,1003,31330,0,35381482,140281319,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,249,5.3,7859,43.6,0,537.5,0,-0.02,0.72,35.381491,140.281309,1,7859,436,0,5375,1072,998,31778,0,35381491,140281309,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,249.1,5.4,7509,43.3,0,544,0,-0.08,0.74,35.381501,140.281304,1,7509,433,0,5440,1074,992,32571,0,35381501,140281304,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,249.2,5.5,7563,43.5,0,549.1,0,-0.18,0.72,35.381511,140.281297,1,7563,435,0,5491,1072,982,33088,0,35381511,140281297,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,249.3,5.6,7490,44.2,0,552.6,0,-0.16,0.75,35.381521,140.281294,1,7490,442,0,5526,1075,984,33857,0,35381521,140281294,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,249.4,5.7,7400,44.8,0,554.2,0,-0.19,0.71,35.381531,140.281291,1,7400,448,0,5542,1071,981,34457,0,35381531,140281291,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,249.5,5.8,7334,45.4,0,555.4,0,-0.2,0.67,35.381542,140.281289,1,7334,454,0,5554,1067,980,35089,0,35381542,140281289,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,249.6,5.9,7541,46.1,0,556.7,0,-0.21,0.64,35.381554,140.281291,1,7541,461,0,5567,1064,979,35657,0,35381554,140281291,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,249.7,6,7590,46.9,0,557.9,0,-0.18,0.57,35.381564,140.281292,1,7590,469,0,5579,1057,982,224,0,35381564,140281292,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,249.8,6.1,7617,47.6,0,559.3,0,-0.14,0.6,35.381576,140.281296,1,7617,476,0,5593,1060,986,860,0,35381576,140281296,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,249.9,6.2,7797,48.2,0,561.1,0,-0.11,0.58,35.381587,140.281301,1,7797,482,0,5611,1058,989,1457,0,35381587,140281301,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,250,6.3,7951,48.6,0,562.6,0,-0.14,0.67,35.381597,140.281306,1,7951,486,0,5626,1067,986,1880,0,35381597,140281306,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,250.1,6.4,8266,49,0,564.3,0,-0.17,0.7,35.381609,140.281311,1,8266,490,0,5643,1070,983,2206,0,35381609,140281311,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,250.2,6.5,8174,49.6,0,565.9,0,-0.19,0.72,35.381619,140.281319,1,8174,496,0,5659,1072,981,2607,0,35381619,140281319,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,250.3,6.6,8278,50.3,0,567.5,0,-0.17,0.69,35.381629,140.281326,1,8278,503,0,5675,1069,983,2910,0,35381629,140281326,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,250.4,6.7,8459,50.9,0,569.5,0,-0.11,0.71,35.381639,140.281336,1,8459,509,0,5695,1071,989,3544,0,35381639,140281336,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,250.5,6.8,8549,51.5,0,571.8,0,-0.12,0.63,35.381649,140.281346,1,8549,515,0,5718,1063,988,3860,0,35381649,140281346,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,250.6,6.9,8549,51.8,0,573.9,0,-0.16,0.61,35.381657,140.281359,1,8549,518,0,5739,1061,984,4454,0,35381657,140281359,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,250.7,7,8557,52.2,0,576.3,0,-0.24,0.61,35.381664,140.281371,1,8557,522,0,5763,1061,976,4901,0,35381664,140281371,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,250.8,7.1,8743,53,0,579,0,-0.24,0.55,35.381672,140.281384,1,8743,530,0,5790,1055,976,5248,0,35381672,140281384,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,250.9,7.2,8837,53.9,0,581.3,0,-0.24,0.55,35.381677,140.281397,1,8837,539,0,5813,1055,976,5720,0,35381677,140281397,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,251,7.3,8908,54.8,0,583.9,0,-0.22,0.5,35.381684,140.281412,1,8908,548,0,5839,1050,978,6051,0,35381684,140281412,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,251.1,7.4,9030,55.6,0,586.4,0,-0.27,0.43,35.381689,140.281427,1,9030,556,0,5864,1043,973,6371,0,35381689,140281427,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,251.2,7.5,9103,56.4,0,588.9,0,-0.24,0.36,35.381694,140.281444,1,9103,564,0,5889,1036,976,6710,0,35381694,140281444,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,251.3,7.6,9215,57.4,0,591.8,0,-0.29,0.29,35.381699,140.281461,1,9215,574,0,5918,1029,971,7011,0,35381699,140281461,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,251.4,7.7,9335,58.4,0,594.8,0,-0.24,0.18,35.381702,140.281477,1,9335,584,0,5948,1018,976,7256,0,35381702,140281477,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,251.5,7.8,9471,59.3,0,597.4,0,-0.24,0.09,35.381706,140.281494,1,9471,593,0,5974,1009,976,7535,0,35381706,140281494,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,251.6,7.9,9600,60.3,0,601,0,-0.24,0.03,35.381707,140.281512,1,9600,603,0,6010,1003,976,7706,0,35381707,140281512,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,251.7,8,9726,61,0,604.6,0,-0.24,-0.05,35.381711,140.281531,1,9726,610,0,6046,995,976,7828,0,35381711,140281531,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,251.8,8.1,9847,61.9,0,607.8,0,-0.2,-0.18,35.381712,140.281549,1,9847,619,0,6078,982,980,7926,0,35381712,140281549,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,251.9,8.2,9950,62.9,0,611.4,0,0.04,-0.31,35.381716,140.281567,1,9950,629,0,6114,969,1004,7987,0,35381716,140281567,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,252,8.3,10048,63.4,0,614.3,0,0.32,-0.44,35.381719,140.281586,1,10048,634,0,6143,956,1032,7984,0,35381719,140281586,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,252.1,8.4,9892,62.8,0,616.1,0,0.61,-0.55,35.381721,140.281606,1,9892,628,0,6161,945,1061,7941,0,35381721,140281606,360,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,252.2,8.5,9305,60.8,0,616.1,0,0.81,-0.66,35.381724,140.281624,1,9305,608,0,6161,934,1081,7922,0,35381724,140281624,360,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,252.3,8.6,8845,58.1,0,608.4,0,0.81,-0.67,35.381727,140.281644,1,8845,581,0,6084,933,1081,7853,0,35381727,140281644,360,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,252.4,8.7,7893,54.9,0,592.8,0,0.81,-0.71,35.381732,140.281661,1,7893,549,0,5928,929,1081,7626,0,35381732,140281661,360,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,252.5,8.8,7513,52.1,0,574.2,0,0.72,-0.63,35.381736,140.281677,1,7513,521,0,5742,937,1072,7340,0,35381736,140281677,360,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,252.6,8.9,7346,49.5,0,548,0,0.71,-0.64,35.381742,140.281694,1,7346,495,0,5480,936,1071,6950,0,35381742,140281694,360,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,252.7,9,7151,46.8,0,520.7,0,0.66,-0.6,35.381747,140.281707,1,7151,468,0,5207,940,1066,6615,0,35381747,140281707,360,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,252.8,9.1,7123,44.4,0,501.2,0,0.5,-0.6,35.381754,140.281721,1,7123,444,0,5012,940,1050,6158,0,35381754,140281721,360,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,252.9,9.2,7009,42.2,0,482.8,0,0.5,-0.56,35.381761,140.281732,1,7009,422,0,4828,944,1050,5753,0,35381761,140281732,360,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,253,9.3,7321,41.2,0,470.9,0,0.37,-0.62,35.381769,140.281742,1,7321,412,0,4709,938,1037,5086,0,35381769,140281742,360,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,253.1,9.4,7441,40.3,0,465.6,0,0.33,-0.66,35.381777,140.281751,1,7441,403,0,4656,934,1033,4770,0,35381777,140281751,360,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,253.2,9.5,7289,38.8,0,469.8,0,0.13,-0.68,35.381786,140.281759,1,7289,388,0,4698,932,1013,4154,0,35381786,140281759,360,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,253.3,9.6,7332,38,0,479,0,-0.05,-0.72,35.381794,140.281766,1,7332,380,0,4790,928,995,3650,0,35381794,140281766,360,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,253.4,9.7,7124,37.8,0,494.4,0,-0.22,-0.74,35.381804,140.281772,1,7124,378,0,4944,926,978,3071,0,35381804,140281772,360,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,253.5,9.8,7119,38.3,0,511.1,0,-0.24,-0.73,35.381814,140.281776,1,7119,383,0,5111,927,976,2362,0,35381814,140281776,360,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,253.6,9.9,7332,39.5,0,521.9,0,-0.28,-0.74,35.381824,140.281777,1,7332,395,0,5219,926,972,1562,0,35381824,140281777,360,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,253.7,10,7043,40.3,0,529.6,0,-0.14,-0.72,35.381834,140.281777,1,7043,403,0,5296,928,986,648,0,35381834,140281777,360,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,253.8,10.1,7826,41.1,0,534.1,0,-0.17,-0.7,35.381846,140.281776,1,7826,411,0,5341,930,983,35953,0,35381846,140281776,360,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,253.9,10.2,7480,41.7,0,536.9,0,-0.09,-0.72,35.381856,140.281772,1,7480,417,0,5369,928,991,35221,0,35381856,140281772,360,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,254,10.3,7335,42,0,539.8,0,-0.08,-0.72,35.381866,140.281767,1,7335,420,0,5398,928,992,34460,0,35381866,140281767,360,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,254.1,10.4,7443,42.5,0,543,0,-0.14,-0.69,35.381876,140.281762,1,7443,425,0,5430,931,986,33869,0,35381876,140281762,360,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,254.2,10.5,7324,42.6,0,546,0,-0.17,-0.78,35.381886,140.281754,1,7324,426,0,5460,922,983,33051,0,35381886,140281754,360,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,254.3,10.6,7491,43.1,0,550,0,-0.36,-0.77,35.381894,140.281747,1,7491,431,0,5500,923,964,32587,0,35381894,140281747,360,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,254.4,10.7,7540,44.1,0,553.7,0,-0.3,-0.74,35.381902,140.281737,1,7540,441,0,5537,926,970,31985,0,35381902,140281737,360,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,254.5,10.8,7688,45.4,0,556.5,0,-0.32,-0.76,35.381909,140.281727,1,7688,454,0,5565,924,968,31204,0,35381909,140281727,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,254.6,10.9,7743,46.7,0,559.2,0,-0.17,-0.76,35.381914,140.281716,1,7743,467,0,5592,924,983,30679,0,35381914,140281716,360,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,254.7,11,7867,47.4,0,561.3,0,-0.25,-0.7,35.381921,140.281702,1,7867,474,0,5613,930,975,30075,0,35381921,140281702,360,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,254.8,11.1,7935,48,0,562.7,0,-0.23,-0.68,35.381924,140.281689,1,7935,480,0,5627,932,977,29374,0,35381924,140281689,360,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,254.9,11.2,8120,48.9,0,564.1,0,-0.27,-0.61,35.381927,140.281674,1,8120,489,0,5641,939,973,28901,0,35381927,140281674,360,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,255,11.3,8117,50,0,565.2,0,-0.19,-0.56,35.381931,140.281661,1,8117,500,0,5652,944,981,28413,0,35381931,140281661,360,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,255.1,11.4,8138,50.7,0,566.2,0,-0.25,-0.51,35.381931,140.281646,1,8138,507,0,5662,949,975,27897,0,35381931,140281646,360,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,255.2,11.5,8314,51.4,0,567.4,0,-0.29,-0.47,35.381931,140.281631,1,8314,514,0,5674,953,971,27422,0,35381931,140281631,360,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,255.3,11.6,8473,52.4,0,568.7,0,-0.31,-0.4,35.381931,140.281614,1,8473,524,0,5687,960,969,27016,0,35381931,140281614,360,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,255.4,11.7,8673,53.6,0,570.2,0,-0.29,-0.36,35.381929,140.281599,1,8673,536,0,5702,964,971,26666,0,35381929,140281599,360,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,255.5,11.8,8718,54.6,0,572.6,0,-0.3,-0.29,35.381927,140.281582,1,8718,546,0,5726,971,970,26453,0,35381927,140281582,360,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,255.6,11.9,8875,55.6,0,575.2,0,-0.35,-0.14,35.381926,140.281567,1,8875,556,0,5752,986,965,26186,0,35381926,140281567,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,255.7,12,9000,56.8,0,577.7,0,-0.33,-0.09,35.381922,140.281551,1,9000,568,0,5777,991,967,25909,0,35381922,140281551,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,255.8,12.1,9201,58.1,0,581.1,0,-0.36,-0.01,35.381919,140.281534,1,9201,581,0,5811,999,964,25690,0,35381919,140281534,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,255.9,12.2,9394,59.2,0,584.4,0,-0.25,0.02,35.381914,140.281517,1,9394,592,0,5844,1002,975,25577,0,35381914,140281517,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,256,12.3,9528,60.4,0,587.4,0,-0.3,0.07,35.381911,140.281499,1,9528,604,0,5874,1007,970,25514,0,35381911,140281499,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,256.1,12.4,9719,61.3,0,591.4,0,-0.24,0.01,35.381907,140.281482,1,9719,613,0,5914,1001,976,25462,0,35381907,140281482,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,256.2,12.5,9828,62.2,0,595.3,0,-0.31,0.11,35.381902,140.281464,1,9828,622,0,5953,1011,969,25555,0,35381902,140281464,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,256.3,12.6,10000,63.3,0,598.2,0,-0.29,0.11,35.381899,140.281446,1,10000,633,0,5982,1011,971,25499,0,35381899,140281446,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,256.4,12.7,10164,64.3,0,601.4,0,-0.3,0.09,35.381896,140.281427,1,10164,643,0,6014,1009,970,25575,0,35381896,140281427,360,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,256.5,12.8,10328,65.4,0,604,0,-0.28,0.12,35.381892,140.281409,1,10328,654,0,6040,1012,972,25577,0,35381892,140281409,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,256.6,12.9,10506,66.5,0,606.1,0,-0.29,0.16,35.381889,140.281389,1,10506,665,0,6061,1016,971,25638,0,35381889,140281389,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,256.7,13,10651,67.4,0,609.9,0,-0.26,0.1,35.381884,140.281371,1,10651,674,0,6099,1010,974,25584,0,35381884,140281371,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,256.8,13.1,10845,68.4,0,614.8,0,-0.31,0.09,35.381881,140.281351,1,10845,684,0,6148,1009,969,25726,0,35381881,140281351,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,256.9,13.2,11029,69.4,0,619.9,0,-0.27,0.09,35.381877,140.281331,1,11029,694,0,6199,1009,973,25785,0,35381877,140281331,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,257,13.3,11196,70.4,0,626.7,0,-0.28,0.05,35.381874,140.281309,1,11196,704,0,6267,1005,972,25767,0,35381874,140281309,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,257.1,13.4,11333,71.5,0,633.6,0,-0.27,0.07,35.381871,140.281289,1,11333,715,0,6336,1007,973,25862,0,35381871,140281289,360,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,257.2,13.5,11474,72.4,0,638.9,0,-0.24,0.05,35.381867,140.281267,1,11474,724,0,6389,1005,976,25878,0,35381867,140281267,360,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,257.3,13.6,11578,73.4,0,644.6,0,-0.24,-0.04,35.381864,140.281247,1,11578,734,0,6446,996,976,25905,0,35381864,140281247,360,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,257.4,13.7,11693,74.3,0,649.7,0,-0.25,-0.02,35.381861,140.281224,1,11693,743,0,6497,998,975,25948,0,35381861,140281224,360,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,257.5,13.8,11834,75,0,653.3,0,-0.25,-0.05,35.381857,140.281202,1,11834,750,0,6533,995,975,25933,0,35381857,140281202,360,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,257.6,13.9,12072,76,0,656.7,0,-0.25,-0.1,35.381854,140.281181,1,12072,760,0,6567,990,975,25962,0,35381854,140281181,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,257.7,14,12101,77,0,659.4,0,-0.19,-0.13,35.381851,140.281157,1,12101,770,0,6594,987,981,25999,0,35381851,140281157,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,257.8,14.1,12232,77.7,0,661.1,0,-0.2,-0.07,35.381847,140.281136,1,12232,777,0,6611,993,980,26000,0,35381847,140281136,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,257.9,14.2,12322,78.4,0,662.8,0,-0.18,-0.07,35.381844,140.281112,1,12322,784,0,6628,993,982,25913,0,35381844,140281112,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,258,14.3,12440,79.1,0,664.6,0,-0.19,-0.05,35.381841,140.281089,1,12440,791,0,6646,995,981,25916,0,35381841,140281089,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,258.1,14.4,12552,79.7,0,665.9,0,-0.19,0.02,35.381836,140.281066,1,12552,797,0,6659,1002,981,25905,0,35381836,140281066,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,258.2,14.5,12671,80.4,0,666.6,0,-0.2,0.05,35.381832,140.281042,1,12671,804,0,6666,1005,980,25879,0,35381832,140281042,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,258.3,14.6,12749,81.1,0,666.8,0,-0.17,0.06,35.381827,140.281017,1,12749,811,0,6668,1006,983,25842,0,35381827,140281017,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,258.4,14.7,12825,81.8,0,666.5,0,-0.07,0.06,35.381824,140.280994,1,12825,818,0,6665,1006,993,25832,0,35381824,140280994,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,258.5,14.8,12900,82.4,0,665.5,0,0.17,0,35.381821,140.280969,1,12900,824,0,6655,1000,1017,25835,0,35381821,140280969,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,258.6,14.9,12886,82.4,0,664.5,0,0.44,-0.18,35.381816,140.280946,1,12886,824,0,6645,982,1044,25854,0,35381816,140280946,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,258.7,15,12000,80.8,0,663.3,0,0.61,-0.32,35.381812,140.280921,1,12000,808,0,6633,968,1061,25910,0,35381812,140280921,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,258.8,15.1,9794,78.1,0,655.5,0,0.6,-0.5,35.381809,140.280896,1,9794,781,0,6555,950,1060,25913,0,35381809,140280896,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,258.9,15.2,8382,75.8,0,640,0,0.56,-0.64,35.381804,140.280871,1,8382,758,0,6400,936,1056,25920,0,35381804,140280871,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,259,15.3,10879,73.8,0,621.4,0,0.58,-0.84,35.381801,140.280847,1,10879,738,0,6214,916,1058,25922,0,35381801,140280847,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,259.1,15.4,10513,71.9,0,594.1,0,0.64,-0.89,35.381797,140.280826,1,10513,719,0,5941,911,1064,25863,0,35381797,140280826,340,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,259.2,15.5,10480,69.6,0,564.5,0,0.69,-0.93,35.381792,140.280804,1,10480,696,0,5645,907,1069,25669,0,35381792,140280804,350,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,259.3,15.6,9683,67.2,0,542.5,0,0.75,-0.92,35.381787,140.280782,1,9683,672,0,5425,908,1075,25452,0,35381787,140280782,340,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,259.4,15.7,9308,64.7,0,521.3,0,0.75,-0.89,35.381781,140.280762,1,9308,647,0,5213,911,1075,25173,0,35381781,140280762,340,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,259.5,15.8,8570,61.9,0,504.3,0,0.77,-0.84,35.381774,140.280744,1,8570,619,0,5043,916,1077,24932,0,35381774,140280744,340,11,86,254,280
SN13239_120425_14H52,8,8,34,1,34,259.6,15.9,8000,59.1,0,492.2,0,0.81,-0.83,35.381767,140.280726,1,8000,591,0,4922,917,1081,24475,0,35381767,140280726,340,11,86,254,280
